978-84-261-3634-3@Una casa a la medida@ Petr Horácek@12.50@13.00
978-84-261-1098-5@Cuentos de Grimm@   Hermanos Grimm   ilustrado por Arthur Rackham@17.31@18.00
978-84-261-1117-3 @Tolstoi@  La muerte de Iván Ilitch @6.73@7.00
978-84-261-1373-3@Tolstoi@  Resurrección@8.65@9.00
978-84-261-1375-7@London@  Las mejores narraciones@6.73@7.00
978-84-261-1379-5@Austen@  Persuasión@7.69@8.00
978-84-261-1385-6 @Mansfield@ Fiesta en el jardín y otras narraciones@7.69@8.00
978-84-261-1512-6@Suetonio@  Vida de los doce césares@7.69@8.00
978-84-261-1516-4@Descola@  Hernán Cortés   @6.73@7.00
978-84-261-1531-7@Arcipreste de Hita@  Libro de buen amor@7.69@8.00
978-84-261-1545-4@Jenofonte@ Helénicas@8.65@9.00
978-84-261-1548-5@Buenos días@ querida ballena   Achim Bröger @10.58@11.00
978-84-261-1560-7@Cuenta que te cuento@   María Luz Uribe@9.62@10.00
978-84-261-1590-4@La guerra naval en el Pacífico@   Luis de la Sierra @17.31@18.00
978-84-261-1633-8@Platón@  La República@8.65@9.00
978-84-261-1697-0@Avellaneda@  El Quijote de Avellaneda@8.65@9.00
978-84-261-1698-1@Esquilo@ La Orestíada: Agamenón Las Coéforas y Las Euménides@6.73@7.00
978-84-261-1704-5@Diccionario de sinónimos@  Mariano Orta@11.54@12.00
978-84-261-1717-5@Un vagabundo de los mares del Sur@  Bernard Moitessier @15.38@16.00
978-84-261-1718-2 @Navegando en solitario alrededor del mundo@  Joshua Slocum @14.42@15.00
978-84-261-1738-0@El poni@ el oso y el manzano   Sigrid Heuck @9.62@10.00
978-84-261-1740-2@Tres osos@  Cliff Wright@11.54@12.00
978-84-261-1830-1@Ludwig@  Beethoven@6.73@7.00
978-84-261-1872-1@Cicerón@  Catón el Viejo o De la vejez y Lelio o De la amistad @7.69@8.00
978-84-261-1875-2@Wilde@  La importancia de llamarse Ernesto@6.73@7.00
978-84-261-1893-6@El museo imaginario de Tintín@   Hergé @11.44@11.90
978-84-261-1915-5@El acorazado Bismarck@   Burkard Müllenheim-Rechberg  @16.83@17.50
978-84-261-1933-9@Séneca@  Cartas a Lucilio.@7.69@8.00
978-84-261-1948-3@Diccionario de inglés americano@   Alfonso Torrents dels Prats  (Pendiente de reedición)@14.42@15.00
978-84-261-1968-1@Bolívar@  Emil Ludwig @14.42@15.00
978-84-261-1988-9@Tintín en el país de los soviets@  Hergé   (versión original) @16.35@17.00
978-84-261-2011-3@Dostoyevski@  El jugador @7.69@8.00
978-84-261-2020-5@La pequeña crónica de Ana Magdalena Bach@   Esther Meymell@11.54@12.00
978-84-261-2023-6@El mar en la Gran Guerra@ Luis de la Sierra@17.31@18.00
978-84-261-2029-8@Apuleyo@  El asno de oro@7.69@8.00
978-84-261-2129-5@Ajedrez básico@  Guiseppe Padulli @11.54@12.00
978-84-261-2135-6@Sófocles@   Antígona y Electra@6.73@7.00
978-84-261-2147-9@Corsarios alemanes en la Gran Guerra (1914-1918)@  Luis de la Sierra @15.38@16.00
978-84-261-2268-1@Adiós@ querida ballena   Achim Bröger @9.62@10.00
978-84-261-2344-2@Sisí@ emperatriz contra su voluntad  Brigitte Hamann @18.27@19.00
978-84-261-2514-8@Riqui y Marisa@   Lisa Campbell @11.54@12.00
978-84-261-2558-3@Andorra entre alisios y tifones@  Avel·lí Bassols @15.38@16.00
978-84-261-2592-7@Ovidio@  Las metamorfosis@7.69@8.00
978-84-261-2600-9@Mi madre es rara@   Rachna Gilmore @10.58@11.00
978-84-261-2660-3@La Cerdaña de siempre@  Juan Antonio Bertrán @86.54@90.00
978-84-261-2701-3@Diccionario de términos de arte@ L. Monreal y R. G. Haggar @15.38@16.00
978-84-261-2797-6@Meynell@  La pequeña crónica de Ana Magdalena Bach @6.73@7.00
978-84-261-2826-3@Siguiendo la ruta de los clípers@  Chichester@17.31@18.00
978-84-261-2849-2@Stelaluna@   Jannell Cannon @12.02@12.50
978-84-261-2858-4@El viaje del Liberdade@   Josua Slocum @11.54@12.00
978-84-261-2875-1@Historias de un vagabundo de la mar@  Avel·lí Bassols @14.42@15.00
978-84-261-2888-1@Diccionario português-espanhol y español-portugués@  A. Martín y W. Weismann @11.54@12.00
978-84-261-2896-6@Hamann@  Sisi emperatriz contra su voluntad @7.69@8.00
978-84-261-2920-8@Cuando los cuervos eran multicolores@   Edith Schreiber - Holland  @9.62@10.00
978-84-261-2927-7 @La gran travesía de los Pirineos@  Louis Audoubert@40.38@42.00
978-84-261-2931-4@Tamata y la alianza@  Bernard Moitessier @14.42@15.00
978-84-261-2948-2@Hally Tosis@   Dav Pilkey@10.58@11.00
978-84-261-2951-2@Libro de imágenes@  Ian Beck@13.46@14.00
978-84-261-2954-3@¿Qué pasa aquí@ abuelo?   David Legge@11.54@12.00
978-84-261-2960-4@Mitos@ cuentos y leyendas de los cinco continentes J.M. Prada  Ilustr. L. Filella@17.31@18.00
978-84-261-2968-3@La Copa América@  Tim Thompson y Ranulf Rayner  @47.12@49.00
978-84-261-2986-4@Nuestra vela latina@  Francisco Oller y Vicente García-Delgado@34.62@36.00
978-84-261-2986-4@Nuestra vela latina@  Francisco Oller y Vicente García-Delgado@34.62@36.00
978-84-261-2992-5@El Cadaqués de Pla@ Textos Josep Pla fotografías de Kim Castells @34.10@35.46
978-84-261-3039-6@Hola@ pequeña ballena   Achim Bröger@9.62@10.00
978-84-261-3041-9@Verdi@   Janell Cannon @12.02@12.50
978-84-261-3043-3@Diario de navegación@  Fabio Hernandez@11.54@12.00
978-84-261-3044-0@En casa antes de anochecer@   Ian Beck @11.54@12.00
978-84-261-3052-5@100 gays@  Paul Russell@20.19@21.00
978-84-261-3053-0@¿Quién manda aquí?@   Nora Rodriguez@13.94@14.50
978-84-261-3057-0@El último desafío@  Jose Luis Ugarte @14.42@15.00
978-84-261-3058-7@Cuentos para ir a dormir@   Mabel Lucie Attwell @17.31@18.00
978-84-261-3063-1@Diccionario de regionalismos de la lengua española@  P. Grosschmid y C. Echegoyen@15.38@16.00
978-84-261-3064-8@La historia del pequeño Bábachi@   Helen Bannerman y Fred Marcellino @11.54@12.00
978-84-261-3066-0@El viejo Tomás y la pequeña hada@   Dominique Demers y Stéphane Poulin@11.06@11.50
978-84-261-3072-3@Las mil caras del diablo@   Jose  Manuel  Prada Samper  ilustr. por Luis Filella@20.19@21.00
978-84-261-3073-0@Precisamente así@   Rudyard Kipling  ilustrado por Ángel Domínguez@22.12@23.00
978-84-261-3080-8@Las recetas de casa@   María Marqués @13.46@14.00
978-84-261-3082-2@Cowles@ Los últimos zares@6.73@7.00
978-84-261-3084-6@20 Infantas de España@  Eusebio Ferrer y Mª Teresa Puga@15.38@16.00
978-84-261-3086-0 @El secreto de Mili@   Swoboda y Glitz @10.58@11.00
978-84-261-3092-1@Pescador de Islandia@  Pierre Loti@11.54@12.00
978-84-261-3095-2@Sopa de calabaza@   Helen Cooper  @12.98@13.50
978-84-261-3098-3@Tamaño real@ Steve Jenkins@14.90@15.50
978-84-261-3103-4@Perdido en la nieve@   Ian Beck@10.58@11.00
978-84-261-3105-8@Memorias de alta mar@ Éric Tabarly@14.42@15.00
978-84-261-3106-5@María la Bonita@  Elías Meana @11.54@12.00
978-84-261-3109-6@Ha sido el pequeño monstruo@   Helen Cooper @10.58@11.00
978-84-261-3111-9@Hay un oso en el cuarto oscuro@   Helen Cooper @10.58@11.00
978-84-261-3113-3@Onga Bonga@   Frieda Wishinsky - Thompson@10.58@11.00
978-84-261-3115-7@Doce vidas para la música@   Jean Jacques Lafaye - Elisabeth Sombart @11.54@12.00
978-84-261-3116-4@Victoria Eugenia. Esposa de Alfonso XIII@  Mª; Teresa Puga y Eusebio Ferrer @14.42@15.00
978-84-261-3118-8@¿Dónde está el libro de Clara?@   Lisa Campbell@11.54@12.00
978-84-261-3125-6@El niño que no quería ir a dormir@  Helen Cooper@13.46@14.00
978-84-261-3127-0 @Historias de juguetes@   Helen Cooper@14.42@15.00
978-84-261-3131-7@Si la luna pudiera hablar@  Kate Banks y George Hallenslelen@10.58@11.00
978-84-261-3135-5@El increíble viaje@   Tristan Jones @16.35@17.00
978-84-261-3137-9 @La mar y el tiempo@ Mariano Medina @14.42@15.00
978-84-261-3138-6@Temporales y naufragios@  Pipe Sarmiento @15.38@16.00
978-84-261-3139-3@Mi marido@ su velero y yo   Anna Lleonart@11.54@12.00
978-84-261-3141-6@¡Muy bien@ Dudú!   Corina Gieseler M.Niessen y Annette Swoboda @9.62@10.00
978-84-261-3141-6@Muy bien@ Dudú!   Corina Gieseler M.Niessen y Annette Swoboda @9.62@10.00
978-84-261-3143-0@Un don del mar@  Kate Banks y Georg Hallensleben@10.58@11.00
978-84-261-3145-4@Las aventuras de Pinocho@   Carlo Collodi  Ilustr. Por Susana Campillo@18.27@19.00
978-84-261-3148-5@El cazador de barcos@   Jack London@15.38@16.00
978-84-261-3149-2@La historia de la vida@  Sylvaine Pedrols   (A partir de 8 años) @14.42@15.00
978-84-261-3151-5@Yo cocodrilo@  Fred Marcellino@11.54@12.00
978-84-261-3153-9@Valentín y sus papás@  Marlis Scharff - Kniemeyer y Jana Frey@10.58@11.00
978-84-261-3158-4@El crucero del Snark@   Jack London@15.38@16.00
978-84-261-3159-1@Alatorcida@  Jannell Cannon@12.02@12.50
978-84-261-3162-1@Mis primeros 100 días@  José Luis Romero @14.42@15.00
978-84-261-3163-8     @Guía sexual para adolescentes@  Alicia Gallotti @15.38@16.00
978-84-261-3164-5@Un tesoro para compartir@  Chris Conover@11.54@12.00
978-84-261-3166-9@¿Quién tiene tiempo para el osito?@  Ulises Wensell y Ursel Scheffler@10.58@11.00
978-84-261-3169-0@Abuelo Tejón@ ¿tú sabes hacerlo?  Eve Bunting y LeUyen Pham@10.58@11.00
978-84-261-3171-9@Crispín@ o el mejor cumpleaños de su vida  Ted Devan@11.54@12.00
978-84-261-3173-7@Siempre pienso en ti@  Kathie Appelt y Jane Dyer@11.54@12.00
978-84-261-3182-9@Dioses y héroes de la Grecia antigua@  G. Schwab  ilus.  por Á. Domínguez@23.08@24.00
978-84-261-3183-6@Te echo de menos@  Paul Verrept@10.58@11.00
978-84-261-3185-0@Solo en el bosque@  Ian Beck@10.58@11.00
978-84-261-3187-4@Diccionario euléxico@   Javier Boneu@15.38@16.00
978-84-261-3188-1@Los niños no quieren la guerra@  Eric Battut       @12.50@13.00
978-84-261-3190-4   @Fotografía de viajes@ Tino Soriano@23.08@24.00
978-84-261-3190-5    @Fotografía de viajes@ Tino Soriano@23.08@24.00
978-84-261-3192-8@Pippi Calzaslargas@  Astrid Lindgren@10.58@11.00
978-84-261-3194-2@Los mejores cuentos de la Literatura Universal@  ilustr. por Arthur Rackham@20.19@21.00
978-84-261-3197-3   @Crónica de una anorexia@   Moïra Müller@16.35@17.00
978-84-261-3199-7@Guía jurídico práctica de la navegación de recreo@ Pipe Sarmiento y varios autores@17.31@18.00
978-84-261-3201-7@Tibilí@ el niño que no quería ir a la escuela Marie Leonard y Andrée Pringent@10.58@11.00
978-84-261-3203-1@Las aventuras de Tom Sawyer@  Mark Twain @9.52@9.90
978-84-261-3204-8@Las aventuras de Huckleberry Finn@   Mark Twain    @9.52@9.90
978-84-261-3205-2@Heidi@   Joanna Spyri@9.52@9.90
978-84-261-3207-9@Max no tiene sueño@ Dagmar Geisler@10.58@11.00
978-84-261-3210-9@Para que tus hijos coman bien@ José Luis Romero@14.42@15.00
978-84-261-3222-2@Navegación con mal tiempo@  Adlard Coles y Peter Bruce@36.54@38.00
978-84-261-3223-9@Los cinco horribles@  Wolf Erlbruch @11.54@12.00
978-84-261-3225-3@La abuelita del manzano@   Mira Lobe @9.52@9.90
978-84-261-3226-0@La isla del tesoro@  Robert Louis Stevenson @9.52@9.90
978-84-261-3227-7@Las aventuras de Miguel el travieso@  Astrid Lindgren@9.52@9.90
978-84-261-3228-4@La bruja diminuta@ Takako Hirono@14.42@15.00
978-84-261-3230-7@Donde yo vivo@  Frances Wolfe@10.58@11.00
978-84-261-3233-8@Los viajes del capitán Voss@ John Claus Voss@13.46@14.00
978-84-261-3235-2@¿Quién quiere a mi hermanita?@  Wensell / Scheffler@10.58@11.00
978-84-261-3237-6@Cierra los ojos@   Kate Banks y Georg Hallensleben@11.54@12.00
978-84-261-3239-0@Las dos Carlotas@ Erich Kästner@9.52@9.90
978-84-261-3240-6@Hasta donde me lleve el viento@  Eduardo Rejduch de la Mancha@18.27@19.00
978-84-261-3241-3@Buenas noches@ Dudú   Annette Swoboda@5.77@6.00
978-84-261-3243-7@Dudú se viste@  Annette Swoboda@5.77@6.00
978-84-261-3245-1@Dudú y el orinal@  Annette Swoboda@5.77@6.00
978-84-261-3247-5@El chupete de Dudú@  Annette Swoboda@5.77@6.00
978-84-261-3249-9@Emilio y los detectives@ Erich Kästner@9.52@9.90
978-84-261-3250-5@Tistú@ el de los pulgares verdes   Maurice Druon@9.52@9.90
978-84-261-3251-2@Almela Vives@  Lucrecia Borgia y su familia@6.73@7.00
978-84-261-3252-9@Náufragos de antaño@  Juan Campos Calvo Sotelo@19.23@20.00
978-84-261-3253-6@Perdido en la playa@   Ian Beck@10.58@11.00
978-84-261-3255-0@El bosque@  Claire A. Nivola@11.54@12.00
978-84-261-3257-4@Botas nuevas@  Guido van Genechten @11.54@12.00
978-84-261-3259-8@Oscar agente secreto@  Carmen Kurtz@9.52@9.90
978-84-261-3262-8@Perrier@ un cerdito muy fino Elizabeth Spurr y Martin Matje @10.58@11.00
978-84-261-3268-0@Con los abuelos@   Guido van Genechten@11.54@12.00
978-84-261-3270-3@Pato va en bici@  David Shanon @11.54@12.00
978-84-261-3272-7@Los hermanos Corazón de León@   Astrid Lindgren@10.58@11.00
978-84-261-3273-4@Dos ratones en la luna@  Lucia Scuderi@12.50@13.00
978-84-261-3275-8@Lo que el lobo le contó a la luna@  Lucia Scuderi@12.50@13.00
978-84-261-3277-2@A bordo de las grandes regatas oceánicas del siglo XX@  Pipe Sarmiento@20.19@21.00
978-84-261-3280-2@Cuentos de Miedo@   Varios autores@23.56@24.50
978-84-261-3282-6@El mundo en imágenes@   Anne Gutman y George Hallensleben @16.83@17.50
978-84-261-3284-0@El bebé mes a mes@  Claudia Vargas@15.87@16.50
978-84-261-3285-7@Alicia en el país de las maravillas@ Lewis Carroll@9.52@9.90
978-84-261-3285-7@Alicia a través del espejo@ Lewis Carroll@10.58@11.00
978-84-261-3286-4@Papá de noche@ María Gripe@9.52@9.90
978-84-261-3289-5@Las aventuras de Pinocho@   Carlo Collodi ilustr. Por Ghiuselev  (120 aniversario de Pinocho)@24.04@25.00
978-84-261-3291-8@Los tres cerditos@  David Wiesner@12.98@13.50
978-84-261-3293-2@Buén provecho@ Max@5.77@6.00
978-84-261-3297-0@A bañarse@ Max @5.77@6.00
978-84-261-3303-8@No quiero verte más@   Isabel Abedi y Silvio Neuendorf@10.58@11.00
978-84-261-3305-2@Antes de que el tiempo lo borre@ F. Javier Baladía@20.19@21.00
978-84-261-3309-0@Diccionario de autores@ obras y personajes de la literatura griega V. López Soto@11.54@12.00
978-84-261-3310-6@Diccionario de autores@ obras y personajes de la literatura latina V. López Soto@11.54@12.00
978-84-261-3311-3@La Copa América 1851-2003@  Tim Thompson y Ranulf Rayner @47.12@49.00
978-84-261-3312-2@Tomás aprende a leer@  Bogart - Fernandez@8.65@9.00
978-84-261-3314-4@La playa de Pedro@  Sally Grindley y Michael Foreman @11.54@12.00
978-84-261-3316-9@Guía práctica de la lactancia@  Diana Arias@15.38@16.00
978-84-261-3317-5@Las velas. Compresión@ tramado y optimización Bertrand Chéret @44.23@46.00
978-84-261-3335-9@Me llamo Yoon@  Helen Recorvits y Gabi Swiatkowska  @10.58@11.00
978-84-261-3337-3@La comedia de los ogros@  Fred Bernard y François Roca@12.50@13.00
978-84-261-3339-7@La gallina hambrienta@  Richard Waring y Carolina Jayne Church@10.58@11.00
978-84-261-3343-4@Oh@ Música!@13.46@14.00
978-84-261-3345-8@Heracles@ Teseo Edipo  Gustav Schwab
978-84-261-3346-5@Diccionario español-japonés  japonés-español@  J. C. Álvarez y T. Katsuta @28.85@30.00
978-84-261-3348-9@Comiéndose el mundo@    Ellen MacArthur@25.00@26.00
978-84-261-3349-6@Siete eslabones@ Josep Fontdecaba     @16.35@17.00
978-84-261-3354-0@Dos ranas@   Chris Wormell@12.50@13.00
978-84-261-3356-4@La travesía del hachís@ Henry de Monfreid@15.38@16.00
978-84-261-3357-1@Hombre de color@ Jérôme Ruillier@10.58@11.00
978-84-261-3359-5@Pulguita@  Éric Battut@11.54@12.00
978-84-261-3363-2@Los Dalí@ historia de una familia  Lali Bas Dalí@37.50@39.00
978-84-261-3368-4@Diviértete con tus hijos@  Lorraine C. Ladish@11.54@12.00
978-84-261-3372-4@Pastel para enemigos@  Dereck Munson  y Tara Calahan King@11.54@12.00
978-84-261-3374-8@Mas allá del Gran Río@   Armin Beuscher y Cornelia Haas@11.54@12.00
978-84-261-3376-2@Bebés sanos y seguros@ Puig Iván y Iovine Patricia @14.42@15.00
978-84-261-3379-3@Una regata de locos@   Peter Nichols @19.23@20.00
978-84-261-3380-9@Un deseo@  Frances Wolfe@10.58@11.00
978-84-261-3382-3@Ñec-ñec@ ris-ras Barbara Jean Hicks y Alexis Deacon @12.50@13.00
978-84-261-3384-7@El planeta@ de la A a la Z  Gilles Eduar@12.98@13.50
978-84-261-3386-1@Ronja@ la hija del bandolero  Astrid lindgren@10.58@11.00
978-84-261-3387-8 @La sorpresa de Osito Blanco@  Piers Harpert@17.31@18.00
978-84-261-3388-2@Peter Pan y Wendy@     J. M. Barrie@9.52@9.90
978-84-261-3390-8@Vivir la lectura en casa@   Lourdes Reyes Camps@15.87@16.50
978-84-261-3391-5  @¿Qué harás con una cola como esta?@    Steve Jenkins y Robin Page   (A partir de 8 años) @11.54@12.00
978-84-261-3394-6@La leyenda de las ballenas@   Witi Ihimaera@11.54@12.00
978-84-261-3395-3@El oso que amaba los libros@   Dennis Haseley y Jim La Marche@11.54@12.00
978-84-261-3397-7@Tolstoi @ Ana Karenina @9.14@9.50
978-84-261-3398-4@Robinson Crusoe@   Daniel Defoe@9.52@9.90
978-84-261-3399-1@El viento en los sauces@  Kenneth Grahame@9.52@9.90
978-84-261-3400-4@Dickens@  David Copperfield @9.13@9.50
978-84-261-3401-1@El delfín de Luis@   Michael Morpurgo@11.54@12.00
978-84-261-3403-5@Una pizca de pimienta@ Helen Cooper @12.98@13.50
978-84-261-3405-9@Tambores mágicos@   Graeme Base@13.94@14.50
978-84-261-3407-3@La niña que odiaba los libros@  Manjusha Pawagi y Leanne Franson @10.58@11.00
978-84-261-3411-0@Mary Poppins@  Pamela L. Travers@10.58@11.00
978-84-261-3412-7@Brontë@  Cumbres borrascosas@8.65@9.00
978-84-261-3413-4@Goethe@  Las desventuras del joven Werther@7.69@8.00
978-84-261-3422-6@Regatas. Tácticas y estrategias@  Christian Dumard Didier Ravon@38.46@40.00
978-84-261-3423-3@Capitán Scott@ Ranulph Fiennes@28.85@30.00
978-84-261-3424-0@Los oficios de la A a la Z@  Gilles Eduar@12.98@13.50
978-84-261-3430-1@Érase una vez un nido@ Jonathan Emmett@11.54@12.00
978-84-261-3432-5@El ratón del señor Maxwell@ Frank Asch y Devin Asch @11.54@12.00
978-84-261-3433-2@El veneno del Escorpión@  Luís Mollá Ayuso@20.19@21.00
978-84-261-3435-6@Buscadores de tesoros. Cuentos de piratas@ Selecc. de Seve Calleja. Ilustr. de Á. Domínguez. @30.77@32.00
978-84-261-3438-7@El oso del abuelo@ Catharine Allison y Neil Reed@17.31@18.00
978-84-261-3441-7@Feliz Navidad@ Penélope   Anne Gutman y Georg Hallensleben@16.35@17.00
978-84-261-3441-7@Feliz Navidad@ Penélope@16.35@17.00
978-84-261-3443-1@Cinco semanas en globo@   Julio Verne@13.46@14.00
978-84-261-3444-8@Mío@ mi pequeño mío  Astrid Lindgren@9.52@9.90
978-84-261-3445-5@Pindulí@  Jannell Cannon @12.02@12.50
978-84-261-3447-9@Por cuatro esquinitas de nada@   Jérôme Ruillier@10.58@11.00
978-84-261-3449-3@Los cocodrilos no se cepillan los dientes@   Colin Fancy  y  Ken Wilson-Max@12.50@13.00
978-84-261-3454-7@Poe@  El gato negro y otras narraciones extraordinarias @8.65@9.00
978-84-261-3455-4@La señora Cucharita@  Alf PrØysen@10.58@11.00
978-84-261-3456-2@Y por quééé?@   Yaél Vent des Hove@11.54@12.00
978-84-261-3458-5@Gulliver@ viaje a Liliput  Jonathan Swift. Ilustrado por J.Faulkes@14.33@14.90
978-84-261-3460-8@La historia de Emma@   Debora Hodge y Song Nan Zhang@11.54@12.00
978-84-261-3462-2@La función de magia@ Anne Gutman y Georg Hallensleben@11.54@12.00
978-84-261-3464-6@Yo soy el mas alto@    Paul Maar ilustrado por Meter Gut@11.44@11.90
978-84-261-3466-0@El compás@  Alan Gurney@21.64@22.50
978-84-261-3467-7@Dickens@ Historia de dos ciudades@8.65@9.00
978-84-261-3469-1@El maravilloso Mago de Oz@  L.Frank Baum@10.58@11.00
978-84-261-3470-7@Melville@ Benito Cereno. Billy Budd marinero@7.69@8.00
978-84-261-3471-4@Susana@  Marie-Ange Guillaume@12.02@12.50
978-84-261-3474-2@Una noche con los osos@ Andrew Breakspeare@17.34@18.00
978-84-261-3476-9@Por qué el pequeño elefante rosa se puso triste y cómo volvió a sonreir@ M. Weitze y E. Battut@11.54@12.00
978-84-261-3478-3@Los viajes de Gulliver@ Jonathan Swift@13.46@14.00
978-84-261-3481-3@La cereza gigante de Jacinto@ Patrick Tillard y Stéphane Barroux@11.54@12.00
978-84-261-3484-4@La gran casa azul@  Kate Banks y Georg Hallensleben@10.58@11.00
978-84-261-3485-1@La cocina a bordo y otros fogones@ Pep Bermejo @24.40@25.00
978-84-261-3485-8@La cocina a bordo y otros fogones@ Pep Bermejo @24.40@25.00
978-84-261-3486-8@Entre el cielo y la tierra@ selección y adaptaciones: A. Pohulanik ilustrado por F. Marras@26.92@28.00
978-84-261-3487-5@El gran libro del lobo feroz@ Perrault Daudet La Fontaine y otros@20.19@21.00
978-84-261-3489-9@El zorro hace amigos@ Adam Relf@14.42@15.00
978-84-261-3491-3@Tragasueños@   Michael Ende@9.62@10.00
978-84-261-3493-6@El rey atolondrado y otros cuentos estrafalarios@ Terry Jones y Michael Foreman @27.88@29.00
978-84-261-3494-3@Cuentos de Charles Perrault@  Charles Perrault. Ilustr. por Clara Calvo  @17.31@18.00
978-84-261-3495-0@El paraíso de los osos de peluche@ Marie-Ange Guillaume y Tina Mercié@14.42@15.00
